inside DefaultArgs : assigning default args
Network type:  uni
generating connection probabilities, NE, NI, K, thetaSig 1000 1000 100 0.75
generating  connectivity matrix... done!
Generating sparse representation ... done!
npost sum = 400891
convec sum =  400891
         125753 function calls (121864 primitive calls) in 0.639 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:88(TimerTk)
        1    0.000    0.000    0.000    0.000 utils.py:52(_Deprecate)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1935(BaseWidget)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1125(Ellipse)
        1    0.000    0.000    0.000    0.000 calendar.py:484(TimeEncoding)
        3    0.000    0.000    0.000    0.000 _cm.py:88(get_color_function)
        1    0.000    0.000    0.000    0.000 xmlreader.py:163(Locator)
        1    0.000    0.000    0.000    0.000 colors.py:236(ColorConverter)
        1    0.000    0.000    0.000    0.000 _exceptions.py:46(SAXParseException)
        1    0.000    0.000    0.000    0.000 parser.py:337(_result)
        1    0.000    0.000    0.000    0.000 dates.py:1112(DateConverter)
        1    0.000    0.000    0.000    0.000 core.py:5962(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2200(TransformedPath)
        1    0.000    0.000    0.000    0.000 parser.py:39(_timelex)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.000    0.000    0.000    0.000 textwrap.py:155(_split)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(_setdef)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:524(NavigationToolbar)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1537(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 gridspec.py:348(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 transforms.py:2108(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 patches.py:2810(_Base)
        1    0.000    0.000    0.000    0.000 cbook.py:906(__Full)
        1    0.000    0.000    0.000    0.000 core.py:887(_MaskedBinaryOperation)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 image.py:507(AxesImage)
        4    0.000    0.000    0.000    0.000 sre_parse.py:205(tell)
        1    0.000    0.000    0.000    0.000 subprocess.py:402(CalledProcessError)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2765(Scrollbar)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1832(Place)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:370(FigureManagerTkAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:407(Fonts)
        1    0.000    0.000    0.000    0.000 threading.py:294(notifyAll)
        1    0.000    0.000    0.000    0.000 _iotools.py:152(LineSplitter)
        1    0.000    0.000    0.000    0.000 stat.py:55(S_ISLNK)
        6    0.000    0.000    0.000    0.000 core.py:774(__init__)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2914(Combine)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 patches.py:1097(CirclePolygon)
        7    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2454(Each)
        1    0.000    0.000    0.000    0.000 records.py:216(record)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1278(MouseEvent)
        1    0.000    0.000    0.000    0.000 colors.py:465(Colormap)
        1    0.000    0.000    0.000    0.000 polar.py:126(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2744(Optional)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1945(White)
        1    0.000    0.000    0.000    0.000 colors.py:1037(NoNorm)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2026(Button)
        3    0.000    0.000    0.000    0.000 numeric.py:2818(__exit__)
        1    0.000    0.000    0.000    0.000 calendar.py:496(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2732(Scale)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2010(GoToColumn)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:397(TextPath)
        1    0.000    0.000    0.000    0.000 nonlin.py:441(Jacobian)
        1    0.000    0.000    0.000    0.000 font_manager.py:346(FontEntry)
        1    0.000    0.000    0.000    0.000 tricontour.py:7(TriContourSet)
        1    0.000    0.000    0.000    0.000 threading.py:363(Event)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2086(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1568(_Style)
        1    0.000    0.000    0.000    0.000 tz.py:639(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 utils.py:1513(WarningManager)
        1    0.000    0.000    0.000    0.000 httplib.py:331(HTTPResponse)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 colors.py:785(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:614(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 records.py:85(format_parser)
        1    0.000    0.000    0.000    0.000 info.py:30(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:955(CircleCollection)
        1    0.000    0.000    0.000    0.000 random.py:801(SystemRandom)
        1    0.000    0.000    0.000    0.000 httplib.py:1269(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 mathtext.py:1681(Glue)
        1    0.000    0.000    0.000    0.000 legend_handler.py:158(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:912(FancyArrow)
        1    0.000    0.000    0.000    0.000 difflib.py:766(Differ)
        1    0.000    0.000    0.000    0.000 xmlreader.py:91(IncrementalParser)
        1    0.000    0.000    0.000    0.000 patches.py:996(YAArrow)
        1    0.000    0.000    0.000    0.000 ticker.py:176(Formatter)
        1    0.000    0.000    0.000    0.000 collections.py:677(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 nonlin.py:508(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:1269(KrylovJacobian)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:152(_ttinfo)
        1    0.000    0.000    0.000    0.000 Tkinter.py:263(IntVar)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2334(Or)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 units.py:113(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:360(__init__)
        1    0.000    0.000    0.000    0.000 nonlin.py:1211(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        3    0.000    0.000    0.000    0.000 core.py:742(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 geo.py:419(MollweideTransform)
        1    0.000    0.000    0.000    0.000 text.py:1378(OffsetFrom)
        1    0.000    0.000    0.000    0.000 rrule.py:50(weekday)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:150(_ndptr)
        1    0.000    0.000    0.000    0.000 interface.py:7(LinearOperator)
        1    0.000    0.000    0.000    0.000 widgets.py:181(Slider)
        1    0.000    0.000    0.000    0.000 cbook.py:1146(Stack)
        1    0.000    0.000    0.000    0.000 cbook.py:265(Scheduler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1573(Word)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:26(get_projection_names)
        1    0.000    0.000    0.000    0.000 relativedelta.py:15(weekday)
        1    0.000    0.000    0.000    0.000 util.py:170(Finalize)
        1    0.000    0.000    0.000    0.000 version.py:292(__cmp__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2626(NotAny)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2778(SkipTo)
        1    0.000    0.000    0.000    0.000 core.py:5950(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2346(Checkbutton)
        1    0.000    0.000    0.000    0.000 mathtext.py:1892(Ship)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 tz.py:701(tzical)
        1    0.000    0.000    0.000    0.000 cbook.py:900(RingBuffer)
        1    0.000    0.000    0.000    0.000 mathtext.py:796(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 dates.py:668(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 urlparse.py:113(SplitResult)
        1    0.000    0.000    0.000    0.000 cbook.py:777(Xlator)
        1    0.000    0.000    0.000    0.000 _import_tools.py:336(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3470(LabelFrame)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2102(StringEnd)
        1    0.000    0.000    0.000    0.000 legend_handler.py:365(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 info.py:45(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1570(Vlist)
        1    0.000    0.000    0.000    0.000 arrayprint.py:532(FloatFormat)
        1    0.000    0.000    0.000    0.000 core.py:1032(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 mathtext.py:1672(Vrule)
        1    0.000    0.000    0.000    0.000 widgets.py:601(SubplotTool)
        1    0.000    0.000    0.000    0.000 base.py:13(SparseWarning)
        1    0.000    0.000    0.000    0.000 arrayprint.py:688(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 legend_handler.py:254(HandlerLineCollection)
        5    0.000    0.000    0.000    0.000 iterative.py:65(set_docstring)
        1    0.000    0.000    0.000    0.000 mathtext.py:1398(List)
        1    0.000    0.000    0.000    0.000 cbook.py:875(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1400(CallWrapper)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 core.py:5948(_minimum_operation)
        1    0.000    0.000    0.000    0.000 nonlin.py:618(GenericBroyden)
        1    0.000    0.000    0.000    0.000 process.py:299(_MainProcess)
        1    0.000    0.000    0.000    0.000 geo.py:486(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2347(Cursors)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1575(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 threading.py:183(_Condition)
        1    0.000    0.000    0.000    0.000 ticker.py:1556(OldAutoLocator)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 decimal.py:5412(_WorkRep)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2003(_PositionToken)
        1    0.000    0.000    0.000    0.000 case.py:24(SkipTest)
        1    0.000    0.000    0.000    0.000 scale.py:150(Log2Transform)
        1    0.000    0.000    0.000    0.000 __init__.py:71(ProcessError)
        1    0.000    0.000    0.000    0.000 ticker.py:552(LogFormatter)
        1    0.000    0.000    0.000    0.000 core.py:810(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 parser.py:707(_attr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1874(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:231(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 triangulate.py:17(DuplicatePointWarning)
        1    0.000    0.000    0.000    0.000 docstring.py:55(Appender)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        1    0.000    0.000    0.000    0.000 rrule.py:228(rrule)
        1    0.000    0.000    0.000    0.000 cbook.py:1432(Grouper)
        1    0.000    0.000    0.000    0.000 ticker.py:789(Locator)
        1    0.000    0.000    0.000    0.000 utils.py:1481(WarningMessage)
        1    0.000    0.000    0.000    0.000 urllib2.py:1219(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 container.py:95(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 anneal.py:14(base_schedule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1218(Node)
        1    0.000    0.000    0.000    0.000 FileDialog.py:234(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 legend_handler.py:505(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:175(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 info.py:170(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:366(_Event)
        1    0.000    0.000    0.000    0.000 dates.py:496(rrulewrapper)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2695(Menubutton)
        1    0.000    0.000    0.000    0.000 legend_handler.py:572(HandlerTuple)
        1    0.000    0.000    0.000    0.000 patches.py:2519(Angle)
        1    0.000    0.000    0.000    0.000 core.py:5893(_extrema_operation)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2612(FollowedBy)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 version.py:32(Version)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 codeop.py:124(Compile)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2104(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:1243(LogLocator)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3300(BitmapImage)
        1    0.000    0.000    0.000    0.000 scale.py:198(LogTransform)
        1    0.000    0.000    0.000    0.000 legend_handler.py:576(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6004(_frommethod)
        1    0.000    0.000    0.000    0.000 Tkinter.py:241(StringVar)
        1    0.000    0.000    0.000    0.000 mlab.py:2422(FormatPercent)
        1    0.000    0.000    0.000    0.000 ticker.py:991(Base)
        1    0.000    0.000    0.000    0.000 cbook.py:67(todatetime)
        1    0.000    0.000    0.000    0.000 __init__.py:124(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 colors.py:970(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 core.py:734(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 nonlin.py:380(TerminationCondition)
        1    0.000    0.000    0.000    0.000 Tkinter.py:97(Event)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 decimal.py:311(Subnormal)
        1    0.000    0.000    0.000    0.000 __init__.py:205(c_longdouble)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3689(Studbutton)
        1    0.000    0.000    0.000    0.000 ticker.py:243(FixedFormatter)
        1    0.000    0.000    0.000    0.000 errors.py:38(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1998(Toplevel)
        1    0.000    0.000    0.000    0.000 scale.py:113(LogTransformBase)
        1    0.000    0.000    0.000    0.000 collections.py:791(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1758(QuotedString)
        1    0.000    0.000    0.000    0.000 info.py:87(<module>)
        1    0.000    0.000    0.000    0.000 urllib2.py:1065(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 cbook.py:876(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 arrayprint.py:743(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 urllib2.py:307(OpenerDirector)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 threading.py:530(_set_ident)
        2    0.000    0.000    0.000    0.000 legend_handler.py:225(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:322(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 anneal.py:92(fast_sa)
        1    0.000    0.000    0.000    0.000 Image.py:1686(_ImageCrop)
        1    0.000    0.000    0.000    0.000 numeric.py:52(ComplexWarning)
        1    0.000    0.000    0.000    0.000 utils.py:1701(IgnoreException)
        1    0.000    0.000    0.000    0.000 tokenize.py:145(TokenError)
        1    0.000    0.000    0.000    0.000 scale.py:220(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:1030(MultipleLocator)
        1    0.000    0.000    0.000    0.000 mlab.py:2452(FormatDatetime)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 collections.py:1070(PatchCollection)
        1    0.000    0.000    0.000    0.000 util.py:306(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 decimal.py:5670(__init__)
        1    0.000    0.000    0.000    0.000 anneal.py:115(cauchy_sa)
        1    0.000    0.000    0.000    0.000 dviread.py:384(DviFont)
        1    0.000    0.000    0.000    0.000 extras.py:1455(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 polynomial.py:21(RankWarning)
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:481(RadioButtons)
        1    0.000    0.000    0.000    0.000 mathtext.py:1369(Accent)
        1    0.000    0.000    0.000    0.000 geo.py:578(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 cbook.py:47(converter)
        1    0.000    0.000    0.000    0.000 info.py:131(<module>)
        7    0.000    0.000    0.000    0.000 rcsetup.py:318(__init__)
        1    0.000    0.000    0.000    0.000 colorbar.py:705(Colorbar)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1117(AnchoredText)
        1    0.000    0.000    0.000    0.000 arrayprint.py:699(ComplexFormat)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2736(_NullToken)
        1    0.000    0.000    0.000    0.000 patches.py:3132(CurveFilledB)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2700(Message)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 nonlin.py:1126(DiagBroyden)
        1    0.000    0.000    0.000    0.000 {vars}
        1    0.000    0.000    0.000    0.000 offsetbox.py:1603(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_byte)
        1    0.000    0.000    0.000    0.000 mlab.py:2426(FormatThousands)
        1    0.000    0.000    0.000    0.000 numeric.py:2747(errstate)
        1    0.000    0.000    0.000    0.000 info.py:88(<module>)
        1    0.000    0.000    0.000    0.000 info.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:958(HourLocator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1425(NoMatch)
        1    0.000    0.000    0.000    0.000 info.py:135(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 threading.py:303(_Semaphore)
        1    0.000    0.000    0.000    0.000 dates.py:919(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 httplib.py:1222(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 arpack.py:164(_ArpackParams)
        1    0.000    0.000    0.000    0.000 __init__.py:77(TimeoutError)
        1    0.000    0.000    0.000    0.000 core.py:2397(_arraymethod)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2954(Dict)
        1    0.000    0.000    0.000    0.000 Image.py:407(_E)
        1    0.000    0.000    0.000    0.000 errors.py:50(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 urllib2.py:1204(HTTPHandler)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 cbook.py:1314(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1701(Regex)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 csr.py:19(csr_matrix)
        1    0.000    0.000    0.000    0.000 mlab.py:2402(FormatInt)
        1    0.000    0.000    0.000    0.000 mathtext.py:294(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 interpolate.py:88(NNInterpolator)
        1    0.000    0.000    0.000    0.000 arrayprint.py:658(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_short)
        1    0.000    0.000    0.000    0.000 httplib.py:1245(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 threading.py:351(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 info.py:23(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2058(LineEnd)
        1    0.000    0.000    0.000    0.000 dates.py:994(SecondLocator)
        1    0.000    0.000    0.000    0.000 polar.py:188(RadialLocator)
        1    0.000    0.000    0.000    0.000 urllib.py:999(addinfourl)
        1    0.000    0.000    0.000    0.000 errors.py:55(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 _endian.py:26(_swapped_meta)
        1    0.000    0.000    0.000    0.000 patches.py:2049(Roundtooth)
        1    0.000    0.000    0.000    0.000 __init__.py:9(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:638(IntegerFormat)
        1    0.000    0.000    0.000    0.000 scale.py:174(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2988(Suppress)
        1    0.000    0.000    0.000    0.000 csv.py:162(Sniffer)
        1    0.000    0.000    0.000    0.000 gridspec.py:412(SubplotSpec)
        1    0.000    0.000    0.000    0.000 _exceptions.py:105(SAXNotRecognizedException)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 errors.py:79(LibError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2945(Group)
        1    0.000    0.000    0.000    0.000 mathtext.py:1714(GlueSpec)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 offsetbox.py:245(PackerBase)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2702(OneOrMore)
        1    0.000    0.000    0.000    0.000 colors.py:722(ListedColormap)
        1    0.000    0.000    0.000    0.000 ticker.py:237(NullFormatter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1442(Literal)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2084(StringStart)
        1    0.000    0.000    0.000    0.000 info.py:67(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:162(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 info.py:9(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:989(addinfo)
        1    0.000    0.000    0.000    0.000 urllib2.py:883(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 cbook.py:62(tostr)
        1    0.000    0.000    0.000    0.000 numerictypes.py:773(_typedict)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1169(LocationEvent)
        1    0.000    0.000    0.000    0.000 httplib.py:1206(HTTPException)
        1    0.000    0.000    0.000    0.000 blocking_input.py:380(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 urllib2.py:925(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 core.py:756(_DomainTan)
        1    0.000    0.000    0.000    0.000 contour.py:34(ClabelText)
        1    0.000    0.000    0.000    0.000 colors.py:1109(LightSource)
        1    0.000    0.000    0.000    0.000 patches.py:3315(BracketB)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1129(DrawEvent)
        7    0.000    0.000    0.000    0.000 case.py:605(_deprecate)
        1    0.000    0.000    0.000    0.000 scale.py:138(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:53(LinearScale)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:67(Show)
        1    0.000    0.000    0.000    0.000 patches.py:3257(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:1958(Sawtooth)
        1    0.000    0.000    0.000    0.000 UserDict.py:39(keys)
        1    0.000    0.000    0.000    0.000 __init__.py:428(LibraryLoader)
        1    0.000    0.000    0.000    0.000 decimal.py:161(DecimalException)
        1    0.000    0.000    0.000    0.000 _datasource.py:50(_FileOpeners)
        1    0.000    0.000    0.000    0.000 patches.py:3541(Wedge)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 rcsetup.py:35(ValidateInStrings)
       25    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 mathtext.py:351(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1420(XView)
        1    0.000    0.000    0.000    0.000 arpack.py:147(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 info.py:50(<module>)
        1    0.000    0.000    0.000    0.000 urllib2.py:895(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 backend_bases.py:63(ShowBase)
        1    0.000    0.000    0.000    0.000 tz.py:554(tzstr)
        1    0.000    0.000    0.000    0.000 io.py:78(IOBase)
        1    0.000    0.000    0.000    0.000 patches.py:3338(BarAB)
        1    0.000    0.000    0.000    0.000 cbook.py:347(Bunch)
        1    0.000    0.000    0.000    0.000 mathtext.py:195(MathtextBackendAggRender)
        1    0.000    0.000    0.000    0.000 patches.py:2477(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:1726(Square)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1403(Token)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        1    0.000    0.000    0.000    0.000 calendar.py:531(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 patches.py:1664(_Base)
        1    0.000    0.000    0.000    0.000 cbook.py:1126(maxdict)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 Tkinter.py:3143(OptionMenu)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:74(BufferTooShort)
        1    0.000    0.000    0.000    0.000 core.py:5960(_maximum_operation)
        1    0.000    0.000    0.000    0.000 FileDialog.py:220(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 info.py:247(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:83(LinkError)
        1    0.000    0.000    0.000    0.000 decimal.py:322(Overflow)
        1    0.000    0.000    0.000    0.000 httplib.py:1148(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2033(LineStart)
        2    0.000    0.000    0.000    0.000 pyparsing.py:406(<lambda>)
        1    0.000    0.000    0.000    0.000 info.py:104(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:390(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 mlab.py:2384(FormatFloat)
        1    0.000    0.000    0.000    0.000 case.py:97(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 ticker.py:1506(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 dviread.py:627(PsfontsMap)
        1    0.000    0.000    0.000    0.000 _exceptions.py:115(SAXNotSupportedException)
        1    0.000    0.000    0.000    0.000 case.py:44(_UnexpectedSuccess)
