inside DefaultArgs : assigning default args
Network type:  uni
generating connection probabilities, NE, NI, K, thetaSig 1000 1000 100 0.75
generating  connectivity matrix... done!
Generating sparse representation ... done!
npost sum = 400891
convec sum =  400891
         125753 function calls (121864 primitive calls) in 0.639 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 csgraph.py:10(swig_import_helper)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1860(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 dates.py:316(DateFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:18(GeoAxes)
        6    0.000    0.000    0.000    0.000 pyparsing.py:696(setResultsName)
        1    0.000    0.000    0.000    0.000 saxutils.py:171(XMLFilterBase)
        5    0.000    0.000    0.000    0.000 threading.py:57(__init__)
       16    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        1    0.000    0.000    0.000    0.000 csc.py:10(swig_import_helper)
        1    0.000    0.000    0.001    0.001 artist.py:782(ArtistInspector)
       11    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        2    0.000    0.000    0.000    0.000 getlimits.py:269(max)
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
        6    0.000    0.000    0.000    0.000 pyparsing.py:2665(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:356(Counter)
        4    0.000    0.000    0.000    0.000 ctypeslib.py:133(_num_fromflags)
        1    0.000    0.000    0.000    0.000 Keyboard.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3312(Spinbox)
        1    0.000    0.000    0.000    0.000 colorbar.py:170(ColorbarBase)
        1    0.000    0.000    0.000    0.000 csgraph.py:8(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:219(QuiverKey)
        1    0.000    0.000    0.000    0.000 bsr.py:10(swig_import_helper)
        1    0.000    0.000    0.000    0.000 transforms.py:961(TransformedBbox)
        1    0.000    0.000    0.000    0.000 backend_bases.py:116(RendererBase)
        2    0.000    0.000    0.000    0.000 mlab.py:2385(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:1784(YAxis)
        1    0.000    0.000    0.000    0.000 posixpath.py:355(realpath)
        1    0.000    0.000    0.000    0.000 ticker.py:323(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 polynomial.py:933(poly1d)
        1    0.000    0.000    0.000    0.000 threading.py:105(__init__)
        1    0.000    0.000    0.000    0.000 image.py:1011(BboxImage)
        1    0.000    0.000    0.000    0.000 numerictypes.py:964(_register_types)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3147(<lambda>)
        1    0.000    0.000    0.000    0.000 afm.py:297(AFM)
        1    0.000    0.000    0.000    0.000 _exceptions.py:9(SAXException)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 threading.py:767(__init__)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:242(wrap)
        1    0.000    0.000    0.000    0.000 polar.py:96(PolarAffine)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
       16    0.000    0.000    0.000    0.000 pyparsing.py:242(__getitem__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:647(GraphicsContextBase)
        4    0.000    0.000    0.000    0.000 core.py:92(doc_note)
        1    0.000    0.000    0.000    0.000 Tkinter.py:165(Variable)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 tz.py:475(tzrange)
        2    0.000    0.000    0.000    0.000 rcsetup.py:57(validate_bool)
        2    0.000    0.000    0.000    0.000 pyparsing.py:387(__getattr__)
       30    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:107(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        3    0.000    0.000    0.000    0.000 numeric.py:2813(__enter__)
        9    0.000    0.000    0.000    0.000 core.py:2432(getdoc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2353(NavigationToolbar2)
        5    0.000    0.000    0.000    0.000 tempfile.py:212(_get_candidate_names)
        3    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
       21    0.000    0.000    0.000    0.000 __init__.py:8(<lambda>)
        1    0.000    0.000    0.000    0.000 lil.py:15(lil_matrix)
        1    0.000    0.000    0.000    0.000 dok.py:21(dok_matrix)
        3    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 urlparse.py:68(ResultMixin)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1418(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 pyplot.py:57(_backend_selection)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:31(tzutc)
        1    0.000    0.000    0.000    0.000 table.py:35(Cell)
        1    0.000    0.000    0.000    0.000 dia.py:10(swig_import_helper)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 transforms.py:1314(AffineBase)
       18    0.000    0.000    0.000    0.000 pyparsing.py:1293(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2174(ParseExpression)
        9    0.000    0.000    0.000    0.000 extras.py:241(__init__)
        1    0.000    0.000    0.000    0.000 image.py:656(NonUniformImage)
       25    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 legend_handler.py:509(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1013(TextWithDash)
        1    0.000    0.000    0.000    0.000 __init__.py:187(Verbose)
        1    0.000    0.000    0.000    0.000 patches.py:2082(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 extras.py:1467(__init__)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2540(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 quiver.py:792(Barbs)
        1    0.000    0.000    0.000    0.000 DefaultArgs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:19(bsr_matrix)
        1    0.000    0.000    0.000    0.000 core.py:5587(mvoid)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 legendre.py:1770(Legendre)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3492(PanedWindow)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1882(Grid)
        8    0.000    0.000    0.000    0.000 utils.py:64(__init__)
        2    0.000    0.000    0.000    0.000 random.py:91(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3036(delimitedList)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 dviread.py:31(Dvi)
        1    0.000    0.000    0.000    0.000 xmlreader.py:187(InputSource)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1747(HermiteE)
        3    0.000    0.000    0.000    0.000 legend_handler.py:293(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:351(keys)
        7    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 chebyshev.py:2017(Chebyshev)
       27    0.000    0.000    0.000    0.000 decimal.py:3810(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:872(Arrow)
        3    0.000    0.000    0.000    0.000 legend_handler.py:179(__init__)
        3    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:1526(XAxis)
        1    0.000    0.000    0.000    0.000 threading.py:384(set)
        2    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 transforms.py:2024(BboxTransform)
       55    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
       16    0.000    0.000    0.000    0.000 pyparsing.py:2990(postParse)
        1    0.000    0.000    0.000    0.000 transforms.py:1238(TransformWrapper)
        1    0.000    0.000    0.000    0.000 rrule.py:82(rrulebase)
        1    0.000    0.000    0.000    0.000 mathtext.py:563(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 _iotools.py:248(NameValidator)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2947(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:289(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 coo.py:10(swig_import_helper)
        3    0.000    0.000    0.000    0.000 numeric.py:2809(__init__)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:462(AxisMenu)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 urllib2.py:193(Request)
        1    0.000    0.000    0.001    0.001 textwrap.py:348(fill)
        1    0.000    0.000    0.000    0.000 geo.py:248(AitoffTransform)
        1    0.000    0.000    0.000    0.000 FileDialog.py:21(FileDialog)
        1    0.000    0.000    0.000    0.000 pyparsing.py:997(enablePackrat)
        1    0.000    0.000    0.000    0.000 transforms.py:2133(BboxTransformFrom)
       14    0.000    0.000    0.000    0.000 __init__.py:62(<lambda>)
        4    0.000    0.000    0.000    0.000 _internal.py:264(get_as_parameter)
        1    0.000    0.000    0.000    0.000 posixpath.py:130(islink)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2395(MatchFirst)
        1    0.000    0.000    0.000    0.000 getlimits.py:194(iinfo)
        1    0.000    0.000    0.000    0.000 text.py:1674(Annotation)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1559(CaselessKeyword)
        6    0.000    0.000    0.000    0.000 pyparsing.py:156(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:80(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:824(rruleset)
        1    0.000    0.000    0.000    0.000 __init__.py:375(__getattr__)
        1    0.000    0.000    0.000    0.000 geo.py:517(LambertTransform)
        1    0.000    0.000    0.000    0.000 offsetbox.py:342(HPacker)
        3    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:768(AuxTransformBox)
        2    0.000    0.000    0.000    0.000 getlimits.py:148(<lambda>)
        1    0.000    0.000    0.000    0.000 patches.py:3598(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:221(HandlerPatch)
       25    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 collections.py:987(EllipseCollection)
       18    0.000    0.000    0.000    0.000 version.py:273(<lambda>)
        1    0.000    0.000    0.000    0.000 patches.py:498(Rectangle)
       14    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2663(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 collections.py:798(LineCollection)
        1    0.000    0.000    0.000    0.000 transforms.py:1004(Transform)
        1    0.000    0.000    0.000    0.000 collections.py:581(PathCollection)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 transforms.py:1788(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 cbook.py:1466(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:54(TransformNode)
        1    0.000    0.000    0.000    0.000 core.py:7225(_convert2ma)
        1    0.000    0.000    0.000    0.000 dates.py:512(DateLocator)
        1    0.000    0.000    0.000    0.000 umfpack.py:254(UmfpackContext)
       18    0.000    0.000    0.000    0.000 __init__.py:9(<lambda>)
        2    0.000    0.000    0.000    0.000 {math.log10}
       19    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 contour.py:598(ContourSet)
        1    0.000    0.000    0.000    0.000 mathtext.py:2933(MathTextParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:1026(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 nonlin.py:638(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 legend_handler.py:394(__init__)
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 npyio.py:133(NpzFile)
        1    0.000    0.000    0.000    0.000 info.py:55(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(__str__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1493(Polynomial)
       40    0.000    0.000    0.000    0.000 {id}
        1    0.000    0.000    0.000    0.000 patches.py:1231(Arc)
        1    0.000    0.000    0.000    0.000 offsetbox.py:881(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.001    0.001 textwrap.py:107(__init__)
        1    0.000    0.000    0.001    0.001 version.py:63(StrictVersion)
        1    0.000    0.000    0.000    0.000 mlab.py:1204(FIFOBuffer)
        1    0.000    0.000    0.000    0.000 patches.py:639(RegularPolygon)
        1    0.000    0.000    0.000    0.000 hermite.py:1750(Hermite)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2768(__str__)
        2    0.000    0.000    0.000    0.000 threading.py:180(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:100(RLock)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:34(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 nonlin.py:991(Anderson)
        1    0.000    0.000    0.000    0.000 httplib.py:677(HTTPConnection)
        1    0.000    0.000    0.000    0.000 difflib.py:1672(HtmlDiff)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2632(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1955(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 font_manager.py:942(FontManager)
        1    0.000    0.000    0.000    0.000 textpath.py:25(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5789(__new__)
        1    0.000    0.000    0.000    0.000 version.py:228(LooseVersion)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2060(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:19(LockDraw)
        1    0.000    0.000    0.000    0.000 collections.py:719(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 utils.py:998(SafeEval)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1787(Pack)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 patches.py:744(Polygon)
        1    0.000    0.000    0.000    0.000 nonlin.py:854(BroydenFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2035(__init__)
        1    0.000    0.000    0.000    0.000 axes.py:8403(SubplotBase)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 code.py:28(InteractiveInterpreter)
        4    0.000    0.000    0.000    0.000 docstring.py:31(__init__)
        2    0.000    0.000    0.000    0.000 {binascii.hexlify}
        6    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:1475(Keyword)
        1    0.000    0.000    0.000    0.000 ticker.py:920(LinearLocator)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:649(NavigationToolbar2TkAgg)
        1    0.000    0.000    0.000    0.000 __init__.py:439(__getitem__)
       13    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        1    0.000    0.000    0.000    0.000 bezier.py:158(BezierSegment)
        1    0.000    0.000    0.000    0.000 threading.py:370(__init__)
        1    0.000    0.000    0.000    0.000 image.py:901(FigureImage)
        1    0.000    0.000    0.000    0.000 backend_bases.py:949(TimerBase)
        1    0.000    0.000    0.000    0.000 arpack.py:231(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:240(__init__)
        8    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 cm.py:156(ScalarMappable)
        1    0.000    0.000    0.000    0.000 gridspec.py:182(GridSpec)
        1    0.000    0.000    0.000    0.000 _import_tools.py:8(PackageLoader)
        1    0.000    0.000    0.000    0.000 axis.py:451(YTick)
        1    0.000    0.000    0.000    0.000 httplib.py:222(HTTPMessage)
        1    0.000    0.000    0.000    0.000 polar.py:28(PolarTransform)
        1    0.000    0.000    0.000    0.000 textwrap.py:308(wrap)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 nosetester.py:129(NoseTester)
        2    0.000    0.000    0.000    0.000 numeric.py:1717(set_string_function)
        1    0.000    0.000    0.000    0.000 __init__.py:486(_get_data_path)
        1    0.000    0.000    0.000    0.000 rcsetup.py:105(validate_backend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:134(OffsetBox)
        1    0.000    0.000    0.000    0.000 image.py:775(PcolorImage)
        1    0.000    0.000    0.000    0.000 triangulate.py:22(Triangulation)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3180(Image)
        1    0.000    0.000    0.000    0.000 xmlreader.py:341(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 tempfile.py:364(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        1    0.000    0.000    0.000    0.000 mathtext.py:1251(Box)
        1    0.000    0.000    0.000    0.000 urllib.py:609(FancyURLopener)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 threading.py:276(notify)
        1    0.000    0.000    0.000    0.000 Dialog.py:12(Dialog)
        1    0.000    0.000    0.000    0.000 dates.py:845(YearLocator)
        1    0.000    0.000    0.000    0.000 blocking_input.py:24(BlockingInput)
        1    0.000    0.000    0.000    0.000 saxutils.py:84(XMLGenerator)
        7    0.000    0.000    0.000    0.000 rrule.py:53(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:123(DictWriter)
        8    0.000    0.000    0.000    0.000 mathtext.py:1718(__init__)
        1    0.000    0.000    0.000    0.000 container.py:87(BarContainer)
        7    0.000    0.000    0.000    0.000 relativedelta.py:18(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:17(TextToPath)
        1    0.000    0.000    0.000    0.000 __init__.py:939(get_backend)
        1    0.000    0.000    0.000    0.000 data.py:16(_data_matrix)
        1    0.000    0.000    0.000    0.000 urllib2.py:749(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 tz.py:191(tzfile)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:216(set_fileo)
        1    0.000    0.000    0.000    0.000 geo.py:333(HammerTransform)
        1    0.000    0.000    0.000    0.000 backend_agg.py:392(FigureCanvasAgg)
        3    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 axis.py:312(XTick)
        1    0.000    0.000    0.000    0.000 httplib.py:1052(HTTP)
        1    0.000    0.000    0.000    0.000 info.py:176(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:81(translate)
        1    0.000    0.000    0.000    0.000 rrule.py:629(_iterinfo)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 tempfile.py:119(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2170(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 mathtext.py:2370(State)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2822(Forward)
        1    0.000    0.000    0.000    0.000 mathtext.py:906(StixFonts)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1664(Tk)
        1    0.000    0.000    0.000    0.000 getlimits.py:24(finfo)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        4    0.000    0.000    0.000    0.000 core.py:2439(__get__)
        1    0.000    0.000    0.000    0.000 rfc822.py:496(AddrlistClass)
        1    0.000    0.000    0.000    0.000 mathtext.py:2954(__init__)
        1    0.000    0.000    0.000    0.000 csc.py:17(csc_matrix)
        1    0.000    0.000    0.000    0.000 pyparsing.py:151(ParseBaseException)
        1    0.000    0.000    0.000    0.000 rcsetup.py:262(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 relativedelta.py:45(relativedelta)
        1    0.000    0.000    0.000    0.000 records.py:286(recarray)
        1    0.000    0.000    0.000    0.000 handler.py:47(ContentHandler)
        1    0.000    0.000    0.000    0.000 patches.py:1770(LArrow)
        1    0.000    0.000    0.000    0.000 offsetbox.py:492(DrawingArea)
        1    0.000    0.000    0.000    0.000 numerictypes.py:867(<lambda>)
        3    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 docstring.py:3(Substitution)
        1    0.000    0.000    0.000    0.000 calendar.py:372(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 random.py:651(WichmannHill)
        1    0.000    0.000    0.000    0.000 container.py:3(Container)
        1    0.000    0.000    0.000    0.000 case.py:1014(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 ticker.py:1083(MaxNLocator)
        1    0.000    0.000    0.000    0.000 contour.py:1083(QuadContourSet)
        1    0.000    0.000    0.000    0.000 __init__.py:5(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 coo.py:16(coo_matrix)
        1    0.000    0.000    0.000    0.000 mathtext.py:1795(Kern)
        1    0.000    0.000    0.000    0.000 nonlin.py:1172(LinearMixing)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:14(Gcf)
        1    0.000    0.000    0.000    0.000 dviread.py:758(Encoding)
        1    0.000    0.000    0.000    0.000 offsetbox.py:410(PaddedBox)
        1    0.000    0.000    0.000    0.000 urllib.py:850(ftpwrapper)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 patches.py:436(Shadow)
        1    0.000    0.000    0.000    0.000 core.py:5783(MaskedConstant)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1144(OffsetImage)
        2    0.000    0.000    0.000    0.000 version.py:263(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2951(postParse)
        1    0.000    0.000    0.000    0.000 patches.py:2343(_Base)
        1    0.000    0.000    0.000    0.000 offsetbox.py:596(TextArea)
        1    0.000    0.000    0.000    0.000 ticker.py:138(TickHelper)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1469(DraggableBase)
        8    0.000    0.000    0.000    0.000 utils.py:47(_set_function_name)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2903(Upcase)
        1    0.000    0.000    0.000    0.000 extras.py:1537(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:207(set_level)
        2    0.000    0.000    0.000    0.000 __init__.py:527(_get_data_path_cached)
        2    0.000    0.000    0.000    0.000 pyparsing.py:349(__iter__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2705(Radiobutton)
        1    0.000    0.000    0.000    0.000 widgets.py:68(Button)
        1    0.000    0.000    0.000    0.000 patches.py:1190(Circle)
        1    0.000    0.000    0.000    0.000 collections.py:1133(QuadMesh)
        2    0.000    0.000    0.000    0.000 pyparsing.py:992(resetCache)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(__getitem__)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        5    0.000    0.000    0.000    0.000 scale.py:418(get_scale_names)
        1    0.000    0.000    0.000    0.000 blocking_input.py:286(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 xmlreader.py:276(AttributesImpl)
        1    0.000    0.000    0.000    0.000 __init__.py:12(register)
        1    0.000    0.000    0.000    0.000 _cm.py:49(cubehelix)
        1    0.000    0.000    0.000    0.000 collections.py:616(PolyCollection)
        2    0.000    0.000    0.000    0.000 atexit.py:37(register)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1275(__invert__)
        1    0.000    0.000    0.000    0.000 dates.py:553(RRuleLocator)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3240(PhotoImage)
        1    0.000    0.000    0.000    0.000 ticker.py:703(EngFormatter)
        1    0.000    0.000    0.000    0.000 urllib2.py:149(HTTPError)
        1    0.000    0.000    0.000    0.000 axes.py:156(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 units.py:68(ConversionInterface)
        1    0.000    0.000    0.000    0.000 rcsetup.py:314(ValidateInterval)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 transforms.py:2068(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 textwrap.py:138(_munge_whitespace)
        1    0.000    0.000    0.000    0.000 pprint.py:81(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:147(<lambda>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:39(HandlerBase)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        1    0.000    0.000    0.000    0.000 laguerre.py:1742(Laguerre)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 function_base.py:1517(vectorize)
        1    0.000    0.000    0.000    0.000 tz.py:54(tzoffset)
        1    0.000    0.000    0.000    0.000 dia.py:14(dia_matrix)
        1    0.000    0.000    0.000    0.000 urllib.py:945(addbase)
        1    0.000    0.000    0.000    0.000 urllib2.py:823(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 transforms.py:1321(__init__)
        1    0.000    0.000    0.000    0.000 interpolate.py:36(LinearInterpolator)
        1    0.000    0.000    0.000    0.000 parser.py:292(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3146(<lambda>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:51(validate_path_exists)
